Title,Image_URL,Year,Time,Audience_Type,Rating,Vote_Count,Metacritic_Score,Content,Director,Stars,Movie_Link,Box_Office_Worldwide,studio,Cast
Alien,"https://m.media-amazon.com/images/M/MV5BOGQzZTBjMjQtOTVmMS00NGE5LWEyYmMtOGQ1ZGZjNmRkYjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,2,140,207_.jpg",1979,1h 57m,X,8.5,(965K),89,"After investigating a mysterious transmission of unknown origin, the crew of a commercial spacecraft encounters a deadly lifeform.",Brett Ratner,Michael Thurmeier,https://www.imdb.com/title/tt0078748/?ref_=ls_t_10,"$108,591,169",20th Century Fox,"Sigourney Weaver, Tom Skerritt, John Hurt, Veronica Cartwright, Harry Dean Stanton, Ian Holm, Yaphet Kotto, Bolaji Badejo, Helen Horton, Eddie Powell"
The A-Team,"https://m.media-amazon.com/images/M/MV5BMTc4ODc4NTQ1N15BMl5BanBnXkFtZTcwNDUxODUyMw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2010,1h 57m,12A,6.7,(270K),47,"A group of Iraq War veterans look to clear their name with the U.S. Military, who suspect the four men of committing a crime for which they were framed.",Ridley Scott,Ray Romano,https://www.imdb.com/title/tt0429493/?ref_=ls_t_11,"$177,238,796",20th Century Fox,"Liam Neeson, Bradley Cooper, Sharlto Copley, Jessica Biel, Quinton 'Rampage' Jackson, Patrick Wilson, Gerald McRaney, Henry Czerny, Yul Vazquez, Brian Bloom, Maury Sterling, Terry Chen, Omari Hardwick, David Hugghins, Jacob Blair, Rad Daly, Kyle Riefsnyder, Andrew Coghlan"
Minority Report,"https://m.media-amazon.com/images/M/MV5BZTI3YzZjZjEtMDdjOC00OWVjLTk0YmYtYzI2MGMwZjFiMzBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",2002,2h 25m,12,7.6,(589K),80,"John works with the PreCrime police which stop crimes before they take place, with the help of three 'PreCogs' who can foresee crimes. Events ensue when John finds himself framed for a future murder.",Joe Carnahan,John Leguizamo,https://www.imdb.com/title/tt0181689/?ref_=ls_t_12,"$358,372,926",20th Century Fox,"Tom Cruise, Colin Farrell, Samantha Morton, Max von Sydow, Steve Harris, Neal McDonough, Patrick Kilpatrick, Jessica Capshaw, Richard Coca, Keith Campbell, Kirk B.R. Woller, Klea Scott, Frank Grillo, Anna Maria Horsford, Sarah Simmons, Eugene Osment, James Henderson, Vene L. Arcoraci"
Aliens,"https://m.media-amazon.com/images/M/MV5BZTM1Nzk5ZTItN2ZkNi00MDRjLWIwYWUtOWY4ZjZmZjkyM2I0XkEyXkFqcGdeQXVyNTU1NTcwOTk@._V1_QL75_UX140_CR0,3,140,207_.jpg",1986,2h 17m,18,8.4,(773K),84,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.",Steven Spielberg,Denis Leary,https://www.imdb.com/title/tt0090605/?ref_=ls_t_13,"$131,060,248",20th Century Fox,"Sigourney Weaver, Michael Biehn, Carrie Henn, Paul Reiser, Lance Henriksen, Bill Paxton, William Hope, Jenette Goldstein, Al Matthews, Mark Rolston, Ricco Ross, Colette Hiller, Daniel Kash, Cynthia Dale Scott, Tip Tipping, Trevor Steedman, Paul Maxwell, Valerie Colgan"
Avatar,"https://m.media-amazon.com/images/M/MV5BZDA0OGQxNTItMDZkMC00N2UyLTg3MzMtYTJmNjg3Nzk5MzRiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY207_CR0,0,140,207_.jpg",2009,2h 42m,12A,7.9,(1.4M),83,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,James Cameron,Chris Columbus,https://www.imdb.com/title/tt0499549/?ref_=ls_t_14,"$2,923,706,026",20th Century Fox,"Sam Worthington, Zoe Saldana, Sigourney Weaver, Michelle Rodriguez, Stephen Lang, Giovanni Ribisi, Joel David Moore, CCH Pounder, Wes Studi, Laz Alonso, Dileep Rao, Matt Gerald, Sean Anthony Moran, Jason Whyte, Scott Lawrence, Kelly Kilgour, James Patrick Pitt, Sean Patrick Murphy"
There's Something About Mary,"https://m.media-amazon.com/images/M/MV5BZWFlZjE5OTYtNWY0ZC00MzgzLTg5MjUtYTFkZjk2NjJkYjM0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX140_CR0,1,140,207_.jpg",1998,1h 59m,15,7.1,(332K),69,"A man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster.",James Cameron,Macaulay Culkin,https://www.imdb.com/title/tt0129387/?ref_=ls_t_15,"$369,884,651",20th Century Fox,"Cameron Diaz, Matt Dillon, Ben Stiller, Lee Evans, Chris Elliott, Lin Shaye, Jeffrey Tambor, Markie Post, Keith David, W. Earl Brown, Sarah Silverman, Khandi Alexander, Marnie Alexenburg, Danny Murphy, Richard Tyson, Rob Moran, Jackie Flynn, Hillary Matthews"
Lincoln,"https://m.media-amazon.com/images/M/MV5BMTQzNzczMDUyNV5BMl5BanBnXkFtZTcwNjM2ODEzOA@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2012,2h 30m,12A,7.3,(274K),87,"As the Civil War rages on, U.S President Abraham Lincoln struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on his decision to emancipate the slaves.",Bobby Farrelly,Joe Pesci,https://www.imdb.com/title/tt0443272/?ref_=ls_t_16,"$275,293,450",20th Century Fox,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt, James Spader, Hal Holbrook, Tommy Lee Jones, John Hawkes, Jackie Earle Haley, Bruce McGill, Tim Blake Nelson, Joseph Cross, Jared Harris, Lee Pace, Peter McRobbie, Gulliver McGrath, Gloria Reuben, Jeremy Strong"
The Wolverine,"https://m.media-amazon.com/images/M/MV5BNzg1MDQxMTQ2OF5BMl5BanBnXkFtZTcwMTk3MjAzOQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2013,2h 6m,12A,6.7,(500K),61,"Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants.",Peter Farrelly,Daniel Stern,https://www.imdb.com/title/tt1430132/?ref_=ls_t_17,"$414,828,246",20th Century Fox,"Hugh Jackman, Will Yun Lee, Tao Okamoto, Rila Fukushima, Hiroyuki Sanada, Svetlana Khodchenkova, Brian Tee, Hal Yamanouchi, Ken Yamamura, Famke Janssen, Nobutaka Aoyagi, Seiji Funamoto, Shinji Ikefuji, Qyoko Kudo, Nobuaki Kakuda, Chiharu Mizuno, Takao Kinoshita, Conrad Coleby"
Gulliver's Travels,"https://m.media-amazon.com/images/M/MV5BMjI1NDU1MjcxN15BMl5BanBnXkFtZTcwODczNTM1Mw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2010,1h 25m,PG,4.9,(74K),33,"Travel writer Lemuel Gulliver takes an assignment in Bermuda but ends up on the island of Lilliput, where he towers over its tiny citizens.",Steven Spielberg,Chris Columbus,https://www.imdb.com/title/tt1320261/?ref_=ls_t_18,"$237,382,724",20th Century Fox,"Jack Black, Emily Blunt, Jason Segel, Amanda Peet, Billy Connolly, Chris O'Dowd, T.J. Miller, James Corden, Catherine Tate, Emmanuel Quatra, Olly Alexander, Richard Laing, David Sterne, Stewart Scudamore, Jonathan Aris, Jake Nightingale, Okezie Morro, Christopher Middleton"
Rise of the Planet of the Apes,"https://m.media-amazon.com/images/M/MV5BMzhhMGZmYTAtODAxNC00MzQ2LWIxNzUtMmFjN2I1OTliYmFjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2011,1h 45m,12A,7.6,(580K),68,A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.,James Mangold,Macaulay Culkin,https://www.imdb.com/title/tt1318514/?ref_=ls_t_19,"$481,800,873",20th Century Fox,"James Franco, Andy Serkis, Freida Pinto, Karin Konoval, Terry Notary, Richard Ridings, Christopher Gordon, Devyn Dalton, Jay Caputo, John Lithgow, Brian Cox, Tom Felton, David Oyelowo, Tyler Labine, Jamie Harris, Ty Olsson, David Hewlett, Joey Roche"
Independence Day,"https://m.media-amazon.com/images/M/MV5BMGQwNDNkMmItYWY1Yy00YTZmLWE5OTAtODU0MGZmMzQ1NDdkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",1996,2h 25m,12,7.0,(613K),59,"The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.",Rob Letterman,Joe Pesci,https://www.imdb.com/title/tt0116629/?ref_=ls_t_20,"$817,400,891",20th Century Fox,"Will Smith, Bill Pullman, Jeff Goldblum, Mary McDonnell, Judd Hirsch, Robert Loggia, Randy Quaid, Margaret Colin, James Rebhorn, Harvey Fierstein, Adam Baldwin, Brent Spiner, James Duval, Vivica A. Fox, Lisa Jakub, Ross Bagley, Mae Whitman, Bill Smitrovich"
Cast Away,"https://m.media-amazon.com/images/M/MV5BN2Y5ZTU4YjctMDRmMC00MTg4LWE1M2MtMjk4MzVmOTE4YjkzXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,2h 23m,12,7.8,(646K),74,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,Rupert Wyatt,Daniel Stern,https://www.imdb.com/title/tt0162222/?ref_=ls_t_21,"$429,632,142",20th Century Fox,"Tom Hanks, Helen Hunt, Paul Sanchez, Lari White, Leonid Citer, David Allen Brooks, Yelena Popovic, Valentina Ananina, Semion Sudarikov, Peter Von Berg, Dmitri S. Boudrine, François Duhamel, Michael Forest, Viveka Davis, Nick Searcy, Jennifer Choe, Nan Martin, Anne Bellamy"
Die Hard 4.0,"https://m.media-amazon.com/images/M/MV5BNDQxMDE1OTg4NV5BMl5BanBnXkFtZTcwMTMzOTQzMw@@._V1_QL75_UY207_CR1,0,140,207_.jpg",2007,2h 8m,15,7.1,(423K),69,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.,Roland Emmerich,Ridley Scott,https://www.imdb.com/title/tt0337978/?ref_=ls_t_22,"$388,156,011",20th Century Fox,"Bruce Willis, Justin Long, Timothy Olyphant, Maggie Q, Cliff Curtis, Jonathan Sadowski, Andrew Friedman, Kevin Smith, Yorgo Constantine, Cyril Raffaelli, Chris Palermo, Mary Elizabeth Winstead, Sung Kang, Zeljko Ivanek, Christina Chang, Jake McDorman, Rosemary Knower, Gerald Downey"
Romeo + Juliet,"https://m.media-amazon.com/images/M/MV5BMGU4YmI1ZGQtZjExYi00M2E0LTgyYTAtNzQ5ZmVlMTk4NzUzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,0,140,207_.jpg",1996,2h,12,6.7,(247K),60,Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.,Robert Zemeckis,Noomi Rapace,https://www.imdb.com/title/tt0117509/?ref_=ls_t_23,"$147,554,998",20th Century Fox,"Leonardo DiCaprio, Claire Danes, John Leguizamo, Harold Perrineau, Lupita Ochoa, Pete Postlethwaite, Gloria Silva, Paul Sorvino, Brian Dennehy, Paul Rudd, Vondie Curtis-Hall, Carolyn Valero, Miriam Margolyes, Paco Morayta, Jesse Bradford, M. Emmet Walsh, Margarita Wynne, Zak Orth"
Predators,"https://m.media-amazon.com/images/M/MV5BNjFmNDNlMGItMDQxMS00ZWMxLTg4MmQtMTBiNWU3ZDU1Nzk1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR0,0,140,207_.jpg",2010,1h 47m,15,6.4,(246K),51,A group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race.,Len Wiseman,Logan Marshall-Green,https://www.imdb.com/title/tt1424381/?ref_=ls_t_24,"$127,233,108",20th Century Fox,"Adrien Brody, Laurence Fishburne, Topher Grace, Alice Braga, Walton Goggins, Oleg Taktarov, Danny Trejo, Louis Ozawa, Mahershala Ali, Carey Jones, Brian Steele, Derek Mears, Aaron Richardson"
The Dark Knight,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2008,2h 32m,12A,9.0,(2.9M),84,Which of these IMDb Top 250 movies produced by Warner Bros. is your favorite?Discuss hereAlso vote for:▪️ IMDb Top 250 Disney Movies,Christopher Nolan,Christopher Nolan,https://www.imdb.com/title/tt0468569/?ref_=ls_t_1,"$1,008,524,647",warner bros,"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine, Maggie Gyllenhaal, Gary Oldman, Morgan Freeman, Monique Gabriela Curnen, Ron Dean, Cillian Murphy, Chin Han, Nestor Carbonell, Eric Roberts, Ritchie Coster, Anthony Michael Hall, Keith Szarabajka, Colin McFarlane, Joshua Harto"
Inception,"https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2010,2h 28m,12A,8.8,(2.6M),74,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman, James Gordon and Harvey Dent must work together to put an end to the madness.",Christopher Nolan,Christian Bale,https://www.imdb.com/title/tt1375666/?ref_=ls_t_2,"$839,030,630",warner bros,"Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page, Ken Watanabe, Tom Hardy, Dileep Rao, Cillian Murphy, Tom Berenger, Marion Cotillard, Pete Postlethwaite, Michael Caine, Lukas Haas, Tai-Li Lee, Claire Geare, Magnus Nolan, Taylor Geare, Johnathan Geare, Tohoru Masamune"
The Matrix,"https://m.media-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,1,140,207_.jpg",1999,2h 16m,15,8.7,(2.1M),73,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",Lana Wachowski,Heath Ledger,https://www.imdb.com/title/tt0133093/?ref_=ls_t_3,"$467,840,449",warner bros,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster, Joe Pantoliano, Marcus Chong, Julian Arahanga, Matt Doran, Belinda McClory, Anthony Ray Parker, Paul Goddard, Robert Taylor, David Aston, Marc Aden Gray, Ada Nicodemou, Deni Gordon, Rowan Witt"
GoodFellas,"https://m.media-amazon.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,1,140,207_.jpg",1990,2h 25m,18,8.7,(1.3M),92,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",Lilly Wachowski,Aaron Eckhart,https://www.imdb.com/title/tt0099685/?ref_=ls_t_4,"$47,049,999",warner bros,"Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco, Paul Sorvino, Frank Sivero, Tony Darrow, Mike Starr, Frank Vincent, Chuck Low, Frank DiLeo, Henny Youngman, Gina Mastrogiacomo, Catherine Scorsese, Charles Scorsese, Suzanne Shepherd, Debi Mazar, Margo Winkler"
The Green Mile,"https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_QL75_UX140_CR0,0,140,207_.jpg",1999,3h 9m,18,8.6,(1.4M),61,"The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito.",Martin Scorsese,Christopher Nolan,https://www.imdb.com/title/tt0120689/?ref_=ls_t_5,"$286,801,374",warner bros,"Tom Hanks, Michael Clarke Duncan, David Morse, Bonnie Hunt, James Cromwell, Michael Jeter, Graham Greene, Doug Hutchison, Sam Rockwell, Barry Pepper, Jeffrey DeMunn, Patricia Clarkson, Harry Dean Stanton, Dabbs Greer, Eve Brent, William Sadler, Mack Miles, Rai Tasco"
Interstellar,"https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,0,140,207_.jpg",2014,2h 49m,12A,8.7,(2.1M),74,"A tale set on death row, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the lead guard, Paul Edgecombe, recognizes John's gift, he tries to help stave off the condemned man's execution.",Frank Darabont,Leonardo DiCaprio,https://www.imdb.com/title/tt0816692/?ref_=ls_t_6,"$705,191,242",warner bros,"Matthew McConaughey, Anne Hathaway, Jessica Chastain, Mackenzie Foy, Ellen Burstyn, John Lithgow, Timothée Chalamet, David Oyelowo, Collette Wolfe, Francis X. McCarthy, Bill Irwin, Andrew Borba, Wes Bentley, William Devane, Michael Caine, David Gyasi, Josh Stewart, Casey Affleck"
The Departed,"https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_QL75_UY207_CR0,0,140,207_.jpg",2006,2h 31m,18,8.5,(1.4M),85,"When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",Christopher Nolan,Joseph Gordon-Levitt,https://www.imdb.com/title/tt0407887/?ref_=ls_t_7,"$291,481,358",warner bros,"Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen, Ray Winstone, Vera Farmiga, Anthony Anderson, Alec Baldwin, Kevin Corrigan, James Badge Dale, David O'Hara, Mark Rolston, Robert Wahlberg, Kristen Dalton, Thomas B. Duffy, Richard Hughes, J.C. MacKenzie"
The Prestige,"https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_QL75_UX140_CR0,0,140,207_.jpg",2006,2h 10m,12A,8.5,(1.5M),66,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,Martin Scorsese,Elliot Page,https://www.imdb.com/title/tt0482571/?ref_=ls_t_8,"$109,676,311",warner bros,"Christian Bale, Hugh Jackman, Scarlett Johansson, Michael Caine, Piper Perabo, Rebecca Hall, Samantha Mahurin, David Bowie, Andy Serkis, Daniel Davis, Jim Piddock, Christopher Neame, Mark Ryan, Roger Rees, Jamie Harris, Monty Stuart, Ron Perkins, Ricky Jay"
Casablanca,"https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_QL75_UX140_CR0,2,140,207_.jpg",1942,1h 42m,U,8.5,(612K),100,"After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",Christopher Nolan,Lana Wachowski,https://www.imdb.com/title/tt0034583/?ref_=ls_t_9,"$4,663,981",warner bros,"Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains, Conrad Veidt, Sydney Greenstreet, Peter Lorre, S.Z. Sakall, Madeleine Lebeau, Dooley Wilson, Joy Page, John Qualen, Leonid Kinskey, Curt Bois, Abdullah Abbas, Enrique Acosta, Ed Agresti, Arnet Amos"
Joker,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2019,2h 2m,15,8.4,(1.5M),59,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,Michael Curtiz,Lilly Wachowski,https://www.imdb.com/title/tt7286456/?ref_=ls_t_10,"$1,078,958,629",warner bros,"Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy, Brett Cullen, Shea Whigham, Bill Camp, Glenn Fleshler, Leigh Gill, Josh Pais, Rocco Luna, Marc Maron, Sondra James, Murphy Guyer, Douglas Hodge, Dante Pereira-Olson, Carrie Louise Putrello, Sharon Washington"
The Shining,"https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,3,140,207_.jpg",1980,2h 26m,X,8.4,(1.1M),68,"Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrace the life of crime and chaos in Gotham City.",Todd Phillips,Keanu Reeves,https://www.imdb.com/title/tt0081505/?ref_=ls_t_11,"$47,528,814",warner bros,"Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers, Barry Nelson, Philip Stone, Joe Turkel, Anne Jackson, Tony Burton, Lia Beldam, Billie Gibson, Barry Dennen, David Baxt, Manning Redwood, Lisa Burns, Louise Burns, Robin Pappas, Alison Coleridge"
The Dark Knight Rises,"https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2012,2h 44m,12A,8.4,(1.8M),78,"A family heads to an isolated hotel for the winter, where a sinister presence influences the father into violence. At the same time, his psychic son sees horrifying forebodings from both the past and the future.",Stanley Kubrick,Laurence Fishburne,https://www.imdb.com/title/tt1345836/?ref_=ls_t_12,"$1,085,289,416",warner bros,"Christian Bale, Tom Hardy, Anne Hathaway, Gary Oldman, Joseph Gordon-Levitt, Marion Cotillard, Morgan Freeman, Michael Caine, Matthew Modine, Alon Aboutboul, Ben Mendelsohn, Burn Gorman, Daniel Sunjata, Aidan Gillen, Sam Kennard, Aliash Tepina, Nestor Carbonell, Brett Cullen"
Once Upon a Time in America,"https://m.media-amazon.com/images/M/MV5BMmQzZjdmZDAtOGE2Yy00MmUwLTljYzgtZTMwMjk3ZDdiOWUyXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",1984,3h 49m,18,8.3,(382K),75,"Bane, an imposing terrorist, attacks Gotham City and disrupts its eight-year-long period of peace. This forces Bruce Wayne to come out of hiding and don the cape and cowl of Batman again.",Christopher Nolan,Carrie-Anne Moss,https://www.imdb.com/title/tt0087843/?ref_=ls_t_13,"$5,475,086",warner bros,"Robert De Niro, James Woods, Elizabeth McGovern, Treat Williams, Tuesday Weld, Burt Young, Joe Pesci, Danny Aiello, William Forsythe, James Hayden, Darlanne Fluegel, Larry Rapp, Dutch Miller, Robert Harper, Richard Bright, Gerard Murphy, Amy Ryder, Olga Karlatos"
Full Metal Jacket,"https://m.media-amazon.com/images/M/MV5BNzkxODk0NjEtYjc4Mi00ZDI0LTgyYjEtYzc1NDkxY2YzYTgyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,1,140,207_.jpg",1987,1h 56m,18,8.2,(798K),78,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",Sergio Leone,Martin Scorsese,https://www.imdb.com/title/tt0093058/?ref_=ls_t_14,"$50,193,264",warner bros,"Matthew Modine, R. Lee Ermey, Vincent D'Onofrio, Adam Baldwin, Dorian Harewood, Kevyn Major Howard, Arliss Howard, Ed O'Ross, John Terry, Kieron Jecchinis, Kirk Taylor, Tim Colceri, Jon Stafford, Bruce Boa, Ian Tyler, Sal Lopez, Gary Landon Mills, Papillon Soo"
A Clockwork Orange,"https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_QL75_UX140_CR0,0,140,207_.jpg",1971,2h 16m,X,8.3,(889K),77,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,Stanley Kubrick,Robert De Niro,https://www.imdb.com/title/tt0066921/?ref_=ls_t_15,"$27,033,812",warner bros,"Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke, John Clive, Adrienne Corri, Carl Duering, Paul Farrell, Clive Francis, Michael Gover, Miriam Karlin, James Marcus, Aubrey Morris, Godfrey Quigley, Sheila Raynor, Madge Ryan, John Savident, Anthony Sharp"
Heat,"https://m.media-amazon.com/images/M/MV5BYjZjNTJlZGUtZTE1Ny00ZDc4LTgwYjUtMzk0NDgwYzZjYTk1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY207_CR2,0,140,207_.jpg",1995,2h 50m,15,8.3,(728K),76,Alex DeLarge and his droogs barbarize a decaying near-future.,Stanley Kubrick,Ray Liotta,https://www.imdb.com/title/tt0113277/?ref_=ls_t_16,"$187,436,818",warner bros,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight, Tom Sizemore, Diane Venora, Amy Brenneman, Ashley Judd, Mykelti Williamson, Wes Studi, Ted Levine, Dennis Haysbert, William Fichtner, Natalie Portman, Tom Noonan, Kevin Gage, Hank Azaria, Susan Traylor"
L.A. Confidential,"https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY207_CR1,0,140,207_.jpg",1997,2h 18m,18,8.2,(624K),91,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a verbal clue at their latest heist.,Michael Mann,Joe Pesci,https://www.imdb.com/title/tt0119488/?ref_=ls_t_17,"$126,216,940",warner bros,"Kevin Spacey, Russell Crowe, Guy Pearce, Kim Basinger, James Cromwell, Danny DeVito, David Strathairn, Ron Rifkin, Matt McCoy, Paul Guilfoyle, Paolo Seganti, Elisabeth Granli, Sandra Taylor, Steve Rankin, Graham Beckel, Allan Graf, Precious Chong, Symba"
Batman Begins,"https://m.media-amazon.com/images/M/MV5BOTY4YjI2N2MtYmFlMC00ZjcyLTg3YjEtMDQyM2ZjYzQ5YWFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR0,0,140,207_.jpg",2005,2h 20m,12A,8.2,(1.6M),70,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",Curtis Hanson,Frank Darabont,https://www.imdb.com/title/tt0372784/?ref_=ls_t_18,"$375,325,692",warner bros,"Christian Bale, Michael Caine, Ken Watanabe, Liam Neeson, Katie Holmes, Gary Oldman, Cillian Murphy, Tom Wilkinson, Rutger Hauer, Linus Roache, Mark Boone Junior, Morgan Freeman, Larry Holden, Gerard Murphy, Colin McFarlane, Sara Stewart, Gus Lewis, Richard Brake"
